HUMAN_DRD1|P21728|D(1A)	XP_047143665.1	25.806	341	223	10	24	347	48	375	3.56e-31	124	XP_047143665.1 muscarinic acetylcholine receptor M1 [Hydra vulgaris]
HUMAN_DRD1|P21728|D(1A)	XP_047143664.1	25.806	341	223	10	24	347	48	375	3.56e-31	124	XP_047143664.1 muscarinic acetylcholine receptor M1 [Hydra vulgaris]
HUMAN_DRD1|P21728|D(1A)	XP_047143663.1	25.806	341	223	10	24	347	48	375	3.56e-31	124	XP_047143663.1 muscarinic acetylcholine receptor M1 [Hydra vulgaris]
HUMAN_DRD1|P21728|D(1A)	XP_047143662.1	25.806	341	223	10	24	347	48	375	3.56e-31	124	XP_047143662.1 muscarinic acetylcholine receptor M1 [Hydra vulgaris]
HUMAN_DRD1|P21728|D(1A)	XP_047143661.1	25.806	341	223	10	24	347	48	375	3.56e-31	124	XP_047143661.1 muscarinic acetylcholine receptor M1 [Hydra vulgaris]
HUMAN_DRD2|P14416|D(2)	XP_047135150.1	25.641	429	234	14	36	442	85	450	8.58e-28	115	XP_047135150.1 dopamine D2-like receptor [Hydra vulgaris]
HUMAN_DRD2|P14416|D(2)	XP_047135149.1	25.641	429	234	14	36	442	85	450	8.58e-28	115	XP_047135149.1 dopamine D2-like receptor [Hydra vulgaris]
HUMAN_DRD2|P14416|D(2)	XP_012562943.1	22.963	405	239	11	49	440	31	375	1.33e-23	102	XP_012562943.1 alpha-1A adrenergic receptor [Hydra vulgaris]
HUMAN_DRD2|P14416|D(2)	XP_012554039.1	23.833	407	244	11	41	440	23	370	4.03e-22	97.8	XP_012554039.1 tyramine receptor Ser-2 [Hydra vulgaris]
HUMAN_DRD2|P14416|D(2)	XP_047145375.1	23.131	428	258	11	36	440	18	397	1.10e-21	97.1	XP_047145375.1 alpha-1A adrenergic receptor [Hydra vulgaris]
HUMAN_DRD3|P35462|D(3)	XP_047135150.1	25.845	414	262	11	3	398	63	449	3.56e-32	127	XP_047135150.1 dopamine D2-like receptor [Hydra vulgaris]
HUMAN_DRD3|P35462|D(3)	XP_047135149.1	25.845	414	262	11	3	398	63	449	3.56e-32	127	XP_047135149.1 dopamine D2-like receptor [Hydra vulgaris]
HUMAN_DRD3|P35462|D(3)	XP_047143774.1	25.323	387	209	10	39	398	39	372	2.72e-26	109	XP_047143774.1 muscarinic acetylcholine receptor M3 [Hydra vulgaris]
HUMAN_DRD3|P35462|D(3)	XP_047145938.1	23.367	398	248	13	16	397	12	368	3.38e-24	103	XP_047145938.1 alpha-1A adrenergic receptor-like [Hydra vulgaris]
HUMAN_DRD3|P35462|D(3)	XP_047135732.1	24.370	357	227	11	46	393	22	344	3.58e-24	102	XP_047135732.1 octopamine receptor beta-2R-like [Hydra vulgaris]
HUMAN_DRD4|P21917|D(4)	XP_047135150.1	25.450	389	247	10	42	416	91	450	1.83e-28	117	XP_047135150.1 dopamine D2-like receptor [Hydra vulgaris]
HUMAN_DRD4|P21917|D(4)	XP_047135149.1	25.450	389	247	10	42	416	91	450	1.83e-28	117	XP_047135149.1 dopamine D2-like receptor [Hydra vulgaris]
